nomer_material,tipe_material,nama_material,sat,berat,harga material,pasang_rab,bongkar,jenis_material,kategori_material
476,1,"Pipa Air 3"" - 1 meter ( medium ) + draad  u/ L Bow besi",B,2.06,282.365,17.790,10.674,NON MDU,TUNAI
477,1,"L Bow 3"" besi + sock draad dalam",B,3.00,238.619,12.169,7.301,NON MDU,TUNAI
478,1,"L Bow 2"" besi + sock draad dalam",B,1.50,157.110,11.010,6.606,NON MDU,TUNAI
479,1,"Pipa Air 2"" - 1,5 meter ( medium ) + draad u/L Bow besi",B,2.06,287.459,41.064,24.639,NON MDU,TUNAI
480,1,"Pipa Air 3"" - 1,5 meter ( medium ) + draad  u/ L Bow besi",B,2.06,0,0,0,NON MDU,TUNAI
481,1,Bolt M.12 x 30 + Washer  Cu,B,0.14,16.723,2.608,1.565,NON MDU,TUNAI
482,1,Galvanized Steel Wire 110 mm,M,0.95,0,0,0,NON MDU,TUNAI
483,1,Tekep (MV Cover),B,0.75,106.254,20.421,12.253,NON MDU,TUNAI
484,1,Semi Cond. Preformed Top Tie,B,0.75,106.000,11.589,6.954,NON MDU,TUNAI
485,1,Semi Cond. Preformed Side Tie,B,0.75,106.000,8.692,5.215,NON MDU,TUNAI
486,1,Potensial Trafo (PT) 20 kV - Outdoor,B,15.00,4.769.294,112.013,67.208,MDU PUSAT,PLN
487,1,Current Trafo (CT) 20 kV - Outdoor,B,18.00,4.042.338,118.602,71.161,MDU PUSAT,PLN
488,1,"Meter Elektronik (ME) 3 ph - 4 W , teg: 57,7/100V; Arus :5A. Class: 0,5",S,2.50,1.436.450,434.605,260.763,MDU UP3,PLN
489,1,Kotak APP type VI 1 (satu) pintu/kaca,S,112.00,1.884.972,260.763,156.458,MDU UID,PLN
490,1,NYY 4 x 10 mm u/ Wirring CT,M,4.50,126.454,0,0,NON MDU,TUNAI
491,1,Mountage PT-CT Exim,Ls,0.00,0,0,0,NON MDU,TUNAI
492,1,"Gaspijp 1,5"" - 4,0 m, Galvanized",B,3.50,0,0,0,NON MDU,TUNAI
493,1,"Cross Arm type 1.200 NP. 8,0",B,7.64,173.544,0,0,NON MDU,TUNAI
494,1,Live Line Connector 150 - 240 mm,B,7.64,312.609,51.683,31.010,NON MDU,TUNAI
495,1,"Dudukan : Trafo Cantol, Pipa Kabel, PHB-TR & Dudukan Arrester",S,75.00,6.112.197,628.032,376.819,NON MDU,TUNAI
496,1,"Dudukan : Trafo Portal, Pipa Kabel, PHB-TR & Dudukan Arrester",S,115.00,11.214.960,897.188,538.313,NON MDU,TUNAI
497,1,Semi Cond. Preformed Side Tie Double,B,0.75,200.250,8.692,5.215,NON MDU,TUNAI
498,1,PHB - TR 2 Jurusan 400 A - SPLN D5.016.1 : 2010,B,45.00,11.379.240,553.748,332.249,MDU PUSAT,PLN
499,2,Tiang Beton 14 - 500 daN + E,B,1375,8.891.907,1.553.429,932.057,MDU PUSAT,PLN
500,1,Plat Extension GW,,-,0,0,0,NON MDU,TUNAI
501,1,"Double Arm Band 6"" - TM (l=44mm, t=6mm)",B,2.24,152.731,20.861,12.517,NON MDU,TUNAI
502,1,"Arm Tie Band 7"" - TM",B,2.11,76.023,26.076,15.646,NON MDU,TUNAI
503,1,Bolt & Nut M.16 x 110,S,0.26,16.986,0,0,NON MDU,TUNAI
504,1,Jointing Termination 3 X 240 + 1 x 95 mm,S,7.50,0,0,0,NON MDU,TUNAI
505,1,"Cross Arm type 3.000 NP. 6,5",B,4.70,437.469,56.007,33.604,NON MDU,TUNAI
506,1,"Pipa Air 3"" - 2 meter ( medium 2,5mm ) + Plat GW Clamp Type A",B,4.19,430.392,18.120,10.872,NON MDU,TUNAI
507,1,"Pipa Air 3"" - 2 meter ( medium 2,5mm ) + Plat GW Clamp Type B",B,4.19,463.505,18.120,10.872,NON MDU,TUNAI
508,1,"Pipa Air 3"" - 2 meter ( medium 2,5mm ) + Plat GW Clamp Type C",B,4.19,445.845,18.120,10.872,NON MDU,TUNAI
509,1,"Single Guy Wire Band 6""-7"" - Lebar 35, tebal 3,5 mm - GSW",S,1.40,76.248,10.431,6.258,NON MDU,TUNAI
510,1,"Single Guy Wire Band 3""-4"" - Lebar 35, tebal 3,5 mm - GSW",S,1.40,56.631,8.692,5.215,NON MDU,TUNAI
511,1,Cross Arm type 500 - NP. 10,B,2.39,153.010,13.328,7.997,NON MDU,TUNAI
512,1,Cross Arm type 1.000 NP.10,B,7.14,258.991,19.108,11.465,NON MDU,TUNAI
513,1,Dudukan Recloser lengkap,B,16.50,0,0,0,NON MDU,TUNAI
514,1,Dudukan LBS Motorized lengkap,B,16.50,0,0,0,NON MDU,TUNAI
515,1,1 Unit External CT 20 kV Oout Door,S,70.00,4.042.338,70.711,42.427,MDU PUSAT,PLN
516,1,Klem C - 150/35 mm - Cu,B,0.20,149.669,0,0,NON MDU,TUNAI
517,1,PMCB Out Door 24 kV lengkap,U,175.00,193.315.023,1.635.519,981.311,MDU PUSAT,PLN
518,1,"Load Break Switch 24 kV-630 A Motorized 12,5 kA non RTU",S,210.00,248.439,25.337,15.202,MDU UID,PLN
519,1,Wire Clip M8 (Ø 22mm),S,0.10,6.373,5.215,3.129,NON MDU,TUNAI
520,1,Wire Clip M10 (Ø 35mm),S,0.12,6.589,6.954,4.172,NON MDU,TUNAI
521,1,Wire Clip M12 (Ø 70mm),S,0.16,5.907,6.954,4.172,NON MDU,TUNAI
522,1,Wire Clip M16 (Ø 95mm),S,0.26,8.269,6.954,4.172,NON MDU,TUNAI
523,1,Connection Clamp For Netral + Bolt M12 x 25 - (Acc.MVTIC),S,0.26,31.472,2.897,1.738,NON MDU,TUNAI
524,1,Extension for GW type B - (Acc.MVTIC),B,0.70,26.934,2.965,1.779,NON MDU,TUNAI
525,1,Extension for GW type A - (Acc.MVTIC),B,0.60,30.743,2.965,1.779,NON MDU,TUNAI
526,1,Separator Clamp for Netral - (Acc.MVTIC),B,0.60,33.777,2.636,1.581,NON MDU,TUNAI
527,1,"Cross Arm Type 750 NP. 10 (l=50mm, t=5mm, tgg=100mm)",B,2.98,233.361,14.487,8.692,NON MDU,TUNAI
528,1,Iron Wire 6 mm,M,0.20,8.249,5.795,3.477,NON MDU,TUNAI
529,1,"Cross Arm UNP 80 x 40 x 3,2 - 1.500",S,8.00,270.923,17.790,10.674,NON MDU,TUNAI
530,1,Joint Sleeve Non Tenion 150 mm - Al,B,16.00,71.725,14.487,8.692,NON MDU,TUNAI
531,1,Joint Sleeve Non Tenion 95 mm - Al,B,32.00,52.150,13.328,7.997,NON MDU,TUNAI
532,1,"Begel Ornament 3"" - 0,5"" + baut u/ Clamp MVTIC (l=30 mm, t=3 mm)",B,2.11,28.403,11.010,6.606,NON MDU,TUNAI
533,1,"Cross Arm UNP 80 x 45 x 3,2 - 2.000",S,8.00,369.782,46.123,27.674,NON MDU,TUNAI
534,1,Angkutan Material,Ton/M3,,0,168.708,101.225,NON MDU,TUNAI
535,1,Asuransi Material PLN,Ls,,0,0,0,NON MDU,TUNAI
536,1,Commisioning test Jaringan JTM,Loks.,,0,521.525,312.915,NON MDU,TUNAI
537,1,Commisioning test Jaringan Kabel JTM,Loks.,,0,3.319.596,1.991.758,NON MDU,TUNAI
538,1,Commisioning test GD,Loks.,,0,434.605,260.763,NON MDU,TUNAI
539,1,Commisioning test JTR,Loks.,,0,318.710,191.226,NON MDU,TUNAI
540,1,Commisioning test LBS / Recloser,Loks.,,0,1.070.579,642.347,NON MDU,TUNAI
541,1,Safety Cost K3L,Pek.,,0,314.016,188.410,NON MDU,TUNAI
542,1,Commisioning SR 1 Phasa,Loks.,,0,0,0,NON MDU,TUNAI
543,1,Commisioning SR 3 Phasa,Loks.,,0,0,0,NON MDU,TUNAI
544,1,Kabel NYFGBY 2 x 10 mm2,M,0.60,8.482,19.767,11.860,MDU UP3,PLN
545,1,Kabel NYFGBY 4 x 10 mm2,M,1.20,131.426,26.356,15.814,MDU UP3,PLN
546,1,Kabel NYFGBY 4 x 16 mm2,M,1.92,186.420,29.651,17.790,MDU UP3,PLN
547,1,Kabel NYFGBY 4 x 25 mm2,M,4.80,332.014,36.917,22.150,MDU UP3,PLN
548,1,Kabel NYFGBY 4 x 50 mm2,M,6.00,553.537,40.608,24.365,MDU UP3,PLN
549,1,Kabel NYFGBY 4 x 70 mm2,M,8.40,773.599,42.454,25.472,MDU UP3,PLN
550,1,Kabel NYFGBY 4 x 120 mm2,M,14.40,1.263.846,0,0,MDU UP3,PLN
551,1,Kabel NYFGBY 4 x 95 mm2,M,11.40,1.539.624,42.454,25.472,MDU UP3,PLN
552,1,Kabel NYFGBY 4 x 150 mm2,M,18.00,1.395.616,0,0,MDU UP3,PLN
553,1,Panel MDP Ukuran (PxLxT) 80x30x107 Tebal 2 mm,Bh,35.00,7.550.010,221.499,132.899,NON MDU,TUNAI
554,1,Perlengkapan Panel MDP Lengkap (Pencabangan) (5 Plg + 1 Cad),Bh,35.00,7.384.747,184.583,110.750,NON MDU,TUNAI
555,1,Pondasi SDP Sesuai Spesifikasi,Lot,,215.635,270.989,162.594,NON MDU,TUNAI
556,1,DynaBolt 6x60 mm,,,0,0,0,NON MDU,TUNAI
557,1,Pengaman kabel TR uk.450x300x40 mm,B,0.01,0,0,0,NON MDU,TUNAI
558,1,Kanal NP 10 2200,B,8.93,408.072,25.211,15.127,MDU UID,PLN
559,1,Patok Pelindung SDP,B,2.79,126.998,16.888,10.133,NON MDU,TUNAI
560,1,Persiapan,,,0,0,0,NON MDU,TUNAI
561,1,"Perencanaan, pendataan utilitas Jaringan, ijin penggalian & SPS (dibayar sesuai kwitansi resmi)",lokasi,,0,0,0,NON MDU,TUNAI
562,1,Direksi KITT (2x4 mtr) = 8 m2,lokasi,,0,0,0,NON MDU,TUNAI
563,1,"Trafic management :
 - Lampu CR - Rambu peringatan (120x90) cm
 - Lampu LS - Rambu ""Ada pengerjakaan Pengeboran""
 - Trafic Cone",Lot,,0,0,0,NON MDU,TUNAI
564,1,"Pekerjaan Galian dan Perbaikan Lubang HDD (3,0x1,3x1,5) m3",,,0,0,0,NON MDU,TUNAI
565,1,Pada tanah Keras/Koral Berm,Titik,,0,0,0,NON MDU,TUNAI
566,1,Pada Tanah Biasa/Rumput/Taman,Titik,,0,0,0,NON MDU,TUNAI
567,1,Pada Trotoar Inter Blok,Titik,,0,0,0,NON MDU,TUNAI
568,1,Pada Trotoar Floor Beton,Titik,,0,0,0,NON MDU,TUNAI
569,1,Pada Jala Lapis Penutup Hotmix Lebar Jalan > 7 m,Titik,,0,0,0,NON MDU,TUNAI
570,1,Pada Jalan Lapis Paving Block,Titik,,0,0,0,NON MDU,TUNAI
571,1,"Pada Jalan dengan Konstruksi Beton Segmen Uk. 3,5 x 5 m2",Titik,,0,0,0,NON MDU,TUNAI
572,1,Pekerjaan Pengeboran HDD,,,0,0,0,NON MDU,TUNAI
573,1,Pendataan & Penyuntikan Utilitas Terpasang,Titik,,0,0,0,NON MDU,TUNAI
574,1,Pagar Pengaman (Spandek) Go Green Standar PEMDA,Bh,,0,0,0,NON MDU,TUNAI
575,1,Mobilisasi Mesin Boring HDD & Perlengkapannya,Rit,,0,0,0,NON MDU,TUNAI
576,1,Demobilisasi Mesin Boring HDD & perlengkapannya,Rit,,0,0,0,NON MDU,TUNAI
577,1,"Pengeboran Pipa Diameter 8"" tanpa casing",Mtr,,0,0,0,NON MDU,TUNAI
578,1,Pengadaan dan Pemasangan,,,0,0,0,NON MDU,TUNAI
579,1,"Pipa HDPE PN 12,5/PE 100 SDR 13,6 diameter 7"" 180 mm, Ketebalan 13,3 mm warna merah",Mtr,,0,0,0,NON MDU,TUNAI
580,1,Karet pelindung Kabel untuk menahan air & tanah (reducer),Bh,,0,0,0,NON MDU,TUNAI
581,1,"Pengikat Reducer bagian depan (klem) untuk menahan air & tanah (Stainless Steel 8"")",Bh,,0,0,0,NON MDU,TUNAI
582,1,"Pengikat Reducer bagian belakang (klem) untuk menahan air & tanah (Stainless Steel 8"")",Bh,,0,0,0,NON MDU,TUNAI
583,1,Pengelasan Pipa HDPE,Batang,,0,0,0,NON MDU,TUNAI
584,1,Tali Pancing,Mtr,,0,0,0,NON MDU,TUNAI
585,1,Papan penahan Tanah,M3,,0,0,0,NON MDU,TUNAI
586,1,Penandaan lokasi untuk Patok Boring/Kabel,Bh,,0,0,0,NON MDU,TUNAI
587,1,Foto Dokumentasi 1set (12 lembar),Set,,0,0,0,NON MDU,TUNAI
588,1,AS BULIT DRAWING 1:5000 (1 kalkir + 5 Blue Print),Set,,0,0,0,NON MDU,TUNAI
589,1,AS BULIT DRAWING 1:200 (1 kalkir + 5 Blue Print+ 1 film),Mtr,,0,0,0,NON MDU,TUNAI
590,1,Pengadaan/Pengangkutan Air untuk Boring,Ltr,,0,0,0,NON MDU,TUNAI
591,1,Pembersihan Pekerjaan (umum),lokasi,,0,0,0,NON MDU,TUNAI
592,1,Dop HDPE,Bh,,0,0,0,NON MDU,TUNAI
593,1,Pengadaan Timah Lebel,Bh,,0,0,0,NON MDU,TUNAI
594,1,Pengadaan Batu Pengaman,Bh,,0,0,0,NON MDU,TUNAI
595,1,Pekerjaan Penarikan Kabel,,,0,0,0,NON MDU,TUNAI
596,1,"Angkutan SKTM 20 kV 3x240 mm/300 mm, 1 Haspel",Rit,,0,0,0,NON MDU,TUNAI
597,1,"Angkutan SKTM 20 kV 3x240 mm/300 mm, 3 Haspel",Rit,,0,0,0,NON MDU,TUNAI
598,1,"Angkutan SKTM 20 kV 3x240 mm/300 mm, (50 - 200 meter)",Rit,,0,0,0,NON MDU,TUNAI
599,1,Penarikan SKTM 20 kV 3x240 mm/300 mm dengan mesin Winch,Mtr,,0,0,0,NON MDU,TUNAI
600,1,Pelindung (Dop Kabel) 3x240 mm/300 mm,Bh,,0,0,0,NON MDU,TUNAI
601,1,Material Pelengkap,,,0,0,0,NON MDU,TUNAI
602,1,Pasir Urug 20 cm,M3,,664.419,25.842,15.505,NON MDU,TUNAI
603,1,Pekerjaan Penunjang,,,0,0,0,NON MDU,TUNAI
604,1,Transportasi Pembuangan tanah bekas galian,M3,,0,0,0,NON MDU,TUNAI
605,1,Penjagaan pekerjaan,HKL,,0,0,0,NON MDU,TUNAI
606,1,Terminal Lug 25 mm - Cu (507/U/2009),Bh,0.40,40.392,9.272,5.563,NON MDU,TUNAI
607,1,Terminal Lug 95 mm - Cu (507/U/2009),Bh,0.40,93.467,13.907,8.344,NON MDU,TUNAI
608,1,Terminal Lug 120 mm - Cu (507/U/2009),Bh,0.23,115.450,19.164,11.499,NON MDU,TUNAI
609,1,Terminal Lug 150 mm - Cu (507/U/2009),,,138.836,13.907,8.344,NON MDU,TUNAI
610,1,Plat Beton Penanda Kabel @ tiap 5 Meter,Bh,0.01,99.028,29.651,17.790,NON MDU,TUNAI
611,1,U Ditch K350 (Uk. 600x800x1200 mm) + Tutup LD,Bh,928.00,1.671.321,259.387,155.632,NON MDU,TUNAI
612,1,Bata Merah (hanya untuk sekat antar kabel),Bh,3.00,1.165,1.000,600,NON MDU,TUNAI
613,1,Dyna Bolt & Baut M.10,Bh,0.85,47.257,3.500,2.100,NON MDU,TUNAI
614,1,"OA Kast type I C1 Sistim Press cat powder coating 41,5 KVA",Bh,18.00,3.095.031,434.605,260.763,MDU UID,PLN
615,1,OA Kast type I C1 Sistim Press cat powder coating 53 KVA,Bh,18.00,11.196.967,434.605,260.763,MDU UID,PLN
616,1,OA Kast type I C1 Sistim Press cat powder coating 66 KVA,Bh,18.00,11.196.967,434.605,260.763,MDU UID,PLN
617,1,"OA Kast type I C1 Sistim Press cat powder coating 82,5 KVA",Bh,18.00,11.937.787,434.605,260.763,MDU UID,PLN
618,1,OA Kast type I C1 Sistim Press cat powder coating 105 KVA,Bh,18.00,11.937.787,434.605,260.763,MDU UID,PLN
619,1,OA Kast type I C1 Sistim Press cat powder coating 131 KVA,Bh,18.00,11.937.787,434.605,260.763,MDU UID,PLN
620,1,OA Kast type I C1 Sistim Press cat powder coating 147 KVA,Bh,18.00,11.937.787,434.605,260.763,MDU UID,PLN
621,1,OA Kast type I C1 Sistim Press cat powder coating 164 KVA,Bh,18.00,11.937.787,434.605,260.763,MDU UID,PLN
622,1,OA Kast type I C1 Sistim Press cat powder coating 197 KVA,Bh,18.00,12.890.270,434.605,260.763,MDU UID,PLN
623,1,,,,0,0,0,NON MDU,TUNAI
624,1,,,,0,0,0,NON MDU,TUNAI
625,1,,,,0,0,0,NON MDU,TUNAI
626,1,,,,0,0,0,NON MDU,TUNAI
627,1,,,,0,0,0,NON MDU,TUNAI
628,1,,,,0,0,0,NON MDU,TUNAI
629,1,,,,0,0,0,NON MDU,TUNAI
630,1,,,,0,0,0,NON MDU,TUNAI
631,1,,,,0,0,0,NON MDU,TUNAI
632,1,,,,0,0,0,NON MDU,TUNAI
633,1,,,,0,0,0,NON MDU,TUNAI
634,1,,,,0,0,0,NON MDU,TUNAI
635,1,,,,0,0,0,NON MDU,TUNAI
636,1,,,,0,0,0,NON MDU,TUNAI
637,1,,,,0,0,0,NON MDU,TUNAI
638,1,,,,0,0,0,NON MDU,TUNAI
639,1,,,,0,0,0,NON MDU,TUNAI
640,1,,,,0,0,0,NON MDU,TUNAI
641,1,,,,0,0,0,NON MDU,TUNAI
642,1,,,,0,0,0,NON MDU,TUNAI
643,1,,,,0,0,0,NON MDU,TUNAI
644,1,,,,0,0,0,NON MDU,TUNAI
645,1,,,,0,0,0,NON MDU,TUNAI
646,1,,,,0,0,0,NON MDU,TUNAI
647,1,,,,0,0,0,NON MDU,TUNAI
648,1,,,,0,0,0,NON MDU,TUNAI
649,1,,,,0,0,0,NON MDU,TUNAI
650,1,,,,0,0,0,NON MDU,TUNAI
651,1,,,,0,0,0,NON MDU,TUNAI
652,1,,,,0,0,0,NON MDU,TUNAI
653,1,,,,0,0,0,NON MDU,TUNAI
654,1,,,,0,0,0,NON MDU,TUNAI
655,1,,,,0,0,0,NON MDU,TUNAI
656,1,,,,0,0,0,NON MDU,TUNAI
657,1,,,,0,0,0,NON MDU,TUNAI
658,1,,,,0,0,0,NON MDU,TUNAI
659,1,,,,0,0,0,NON MDU,TUNAI
660,1,,,,0,0,0,NON MDU,TUNAI
661,1,Cubicle Full Insulated Lengkap(Inc+Out+Met),S,2250,0,0,0,NON MDU,TUNAI
662,1,Cubicle 20 kV;630 A;16 kA (Incoming+Metering+Ougoing),S,1.00,104.194.433,1.983.421,1.190.053,NON MDU,TUNAI
663,1,Cubicle Incoming,S,2.00,0,1.471.967,883.180,NON MDU,TUNAI
664,1,Dynabolt S16,Bh,12.00,0,0,0,NON MDU,TUNAI
665,1,"NYY 2 x 2,5 mm2 ( untuk Heater )",Mt,25.00,21.811,5.500,3.300,NON MDU,TUNAI
666,1,NYY 4 x 4 mm u/ Wirring Panel,M,15.00,66.782,20.002,12.001,NON MDU,TUNAI
667,1,NYY 4 x 6 mm u/ Wirring Panel,M,15.00,66.782,20.002,12.001,NON MDU,TUNAI
668,1,"NYY 2 x 1,5 mm2 ( untuk Heater )",Mt,0.00,11.069,0,0,NON MDU,TUNAI
669,1,Plat copper 50 x 40 mm,Kg,0.00,442.678,37.652,22.591,NON MDU,TUNAI
670,1,Preformed Termination 150 mm,0,0.00,0,0,0,NON MDU,TUNAI
671,1,Stop Kontak AC - Out Bow,B,3.00,17.213,1.570,942,NON MDU,TUNAI
672,1,Cable suport (508/U/2009),B,25.00,1.398,3.750,2.250,NON MDU,TUNAI
673,1,Paku Baja 2 mm,Bh,50.00,0,0,0,NON MDU,TUNAI
674,1,Isolasi PVC hitam,Bh,2.00,0,0,0,NON MDU,TUNAI
675,1,Bolt M.12 + Washer (517/U/2009,B,20.00,16.723,2.608,1.565,NON MDU,TUNAI
676,1,Square Washer (517/U/2009),B,20.00,5.541,1.449,869,NON MDU,TUNAI
677,1,Coper tube Al/Cu 150 mm2 (SKAT 8) 1 Lubang,Bh,0.00,139.115,0,0,NON MDU,TUNAI
678,1,"Earthing Rod 16 mm - 2,5 m + clamp (509/U/2009)",S,0.00,291.799,56.007,33.604,NON MDU,TUNAI
679,1,BC 50 MM,M,18.00,91.011,4.056,2.434,NON MDU,TUNAI
680,1,Gembok Biasa,B,0.00,326.049,5.000,3.000,MDU UP3,PLN
681,1,Gembok Electronic,B,1.00,3.786.825,20.002,12.001,MDU UP3,PLN
682,1,"Ground Pipe 3/4"" - 2750 mm",B,4.00,169.567,14.767,8.860,NON MDU,TUNAI
683,1,Copper Tube Cu - 50 mm,B,6.00,42.774,19.153,11.492,NON MDU,TUNAI
684,1,Relay Murni Indicator OCR - DGR,B,1.00,19.578.817,559.971,335.983,MDU UID,PLN
685,1,Power Supply Relay OCR,B,1.00,1.870.958,144.868,86.921,MDU UP3,PLN
686,1,"Pipa PVC 1,5"" - 4 mtr",B,2.00,0,0,0,NON MDU,TUNAI
687,1,"Knee PVC 1,5""",B,6.00,0,0,0,NON MDU,TUNAI
688,1,"Pipa PVC 3/4"" - 4 mtr",B,5.00,10.447,3.477,2.086,NON MDU,TUNAI
689,1,"Knee PVC 3/4""",B,8.00,0,0,0,NON MDU,TUNAI
690,1,Fitting Lampu,B,4.00,0,0,0,NON MDU,TUNAI
691,1,Lampu LED 3 watt,B,4.00,0,0,0,NON MDU,TUNAI
692,1,Line Tap Connector Cu - 50,B,3.00,58.500,13.328,7.997,NON MDU,TUNAI
693,1,Plat copper 4 x 1 - panjang 105,B,3.00,0,0,0,NON MDU,TUNAI
694,1,Heat Shrink 20 kV untuk Plat Cooper,M,3.00,131.910,13.001,7.801,NON MDU,TUNAI
695,1,Pertinax 110 x 5,pak,2.00,0,0,0,NON MDU,TUNAI
696,1,Siku 4x4,B,1.00,0,0,0,NON MDU,TUNAI
697,1,MCB 2 Amper + Kotak MCB,B,1.00,0,0,0,MDU PUSAT,PLN
698,1,Asuransi Material,Lot,-,0,0,0,NON MDU,TUNAI
699,1,Pemasangan APP 3 Phasa > 200 kVA (SBU),,Volume,0,0,0,NON MDU,TUNAI
700,1,Box APP (Powder Coating) Pengukran TM Lengkap kWh Mtr,S,1.00,0,0,0,NON MDU,TUNAI
701,1,Box APP (Powder Coating) Pengukran TM Lengkap kWh Mtr,,1.00,0,0,0,NON MDU,TUNAI
702,1,Terminal Blok 15 Pol 100 A U/Pengukuran TM,-,1.00,1.424.482,6.001,3.600,NON MDU,TUNAI
703,1,"MTR 3P E 57,7-400A;0,5;4W",S,1.00,0,0,0,NON MDU,TUNAI
704,1,Modem GSM GPRS,,1.00,1.172.083,40.004,24.002,MDU UID,PLN
705,1,Modem GSM GPRS,U,1.00,1.172.083,40.004,24.002,MDU UID,PLN
706,1,Kartu Pulsa u/modem,Ls,0.00,0,0,0,NON MDU,TUNAI
707,1,"NYAF / NYA 2,5 mm² ( SPLN )",M,20.00,7.457,5.500,3.300,NON MDU,TUNAI
708,1,Timah solder + pasta,Ls,2.00,3.171,2.000,1.200,NON MDU,TUNAI
709,1,"Bolt & Nut 3/16 x 1""",B,10.00,9.101,2.318,1.391,NON MDU,TUNAI
710,1,Timah Segel,B,4.00,78.032,1.750,1.050,NON MDU,TUNAI
711,1,Mountage SLM 250 kva keatas,Ls,1.00,167.163,185.431,111.259,-,PLN
712,1,Cable ties / Plastic strap 20 cm,Pak,20.00,2.355,2.318,1.391,NON MDU,TUNAI
713,1,Dina bolt S 16,Bh,0.00,0,0,0,NON MDU,TUNAI
714,1,"Earthing Rod 16 mm - 2,5 m + clamp (509/U/2009)",S,0.00,291.799,56.007,33.604,NON MDU,TUNAI
715,1,BC 50 MM,M,0.00,91.011,4.056,2.434,NON MDU,TUNAI
716,1,Klemp PVC 12 mm U/ kabel NYY,Bh,10.00,531,159,96,NON MDU,TUNAI
717,1,Paku baja 4 cm,Bh,20.00,0,0,0,NON MDU,TUNAI
718,1,Coper tube 50 mm,Bh,0.00,42.774,19.153,11.492,NON MDU,TUNAI
719,1,Gembok Electronic,B,1.00,3.786.825,20.002,12.001,MDU UP3,PLN
720,1,Galian tanah & pengurugan kembali di bawah PV blok/tembok/plesteran,m3,,0,296.506,177.903,NON MDU,TUNAI
721,1,"Ornament Cabel Band 3"" x 6"" - lengkap Bolt&Nut-HDG",bh,,104.800,7.533,4.520,NON MDU,TUNAI
722,1,"Ornament Cabel Band 3"" x 7"" - lengkap Bolt&Nut-HDG",bh,,113.654,7.533,4.520,NON MDU,TUNAI
723,1,Borring untuk Kabel tanah,m,,0,897.188,538.313,NON MDU,TUNAI
